player_id,name_first,name_last,hand,dob,ioc,height
200748,Venus,Williams,R,19800617.0,USA,185.0
201427,Alize,Cornet,R,19900122.0,FRA,173.0
201435,Kateryna,Bondarenko,R,19860808.0,UKR,175.0
201458,Victoria,Azarenka,R,19890731.0,BLR,180.0
201478,Varvara,Lepchenko,L,19860521.0,USA,180.0
201481,Tamira,Paszek,R,19901206.0,AUT,165.0
201493,Angelique,Kerber,L,19880118.0,GER,173.0
201496,Caroline,Wozniacki,R,19900711.0,DEN,177.0
201499,Anastasia,Pavlyuchenkova,R,19910703.0,RUS,177.0
201506,Sara,Errani,R,19870429.0,ITA,164.0
201514,Sorana,Cirstea,R,19900407.0,ROU,176.0
201518,Yanina,Wickmayer,R,19891020.0,BEL,182.0
201533,Shuai,Zhang,R,19890121.0,CHN,177.0
201540,Kristina,Mladenovic,R,19930514.0,FRA,184.0
201545,Anastasija,Sevastova,R,19900413.0,LAT,169.0
201548,Ajla,Tomljanovic,R,19930507.0,AUS,180.0
201549,Petra,Martic,R,19910119.0,CRO,181.0
201551,Arantxa,Rus,L,19901213.0,NED,180.0
201585,Sloane,Stephens,R,19930320.0,USA,170.0
201586,Heather,Watson,R,19920519.0,GBR,170.0
201593,Irina Camelia,Begu,R,19900826.0,ROU,181.0
201594,Simona,Halep,R,19910927.0,ROU,168.0
201603,Shelby,Rogers,R,19921013.0,USA,175.0
201606,Rebecca,Marino,R,19901216.0,CAN,183.0
201610,Zarina,Diyas,R,19931018.0,KAZ,172.0
201611,Daria,Saville,R,19940305.0,AUS,166.0
201613,Arina,Rodionova,R,19891215.0,AUS,168.0
201614,Caroline,Garcia,R,19931016.0,FRA,177.0
201615,Lesia,Tsurenko,R,19890530.0,UKR,174.0
201616,Lauren,Davis,R,19931009.0,USA,157.0
201619,Madison,Keys,R,19950217.0,USA,178.0
201621,Mona,Barthel,R,19900711.0,GER,185.0
201662,Karolina,Pliskova,R,19920321.0,CZE,184.0
201693,Timea,Babos,R,19930510.0,HUN,179.0
